docId,filename,top topics, and contribution to doc ...
168,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xgk,1,0.290,5,0.258,2,0.210,4,0.129,3,0.113
169,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xgl,3,0.463,5,0.148,1,0.148,4,0.130,2,0.111
170,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xgm,5,0.376,1,0.275,2,0.239,4,0.064,3,0.046
171,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xgn,2,0.248,1,0.227,3,0.219,4,0.157,5,0.149
172,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xgo,3,0.895,4,0.046,2,0.026,5,0.020,1,0.013
173,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xgp,3,0.522,5,0.217,1,0.120,2,0.076,4,0.065
174,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xgq,3,0.323,5,0.293,4,0.171,1,0.152,2,0.061
175,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xgr,4,0.407,3,0.326,2,0.151,5,0.081,1,0.035
176,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xgs,3,0.512,5,0.220,4,0.126,2,0.071,1,0.071
177,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xgt,3,0.307,5,0.302,2,0.171,4,0.116,1,0.106
178,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xgu,2,0.348,4,0.261,3,0.261,5,0.087,1,0.043
179,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xgv,3,0.786,5,0.089,4,0.054,2,0.036,1,0.036
180,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xgw,3,0.796,5,0.075,4,0.061,2,0.054,1,0.014
181,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xgx,2,0.712,5,0.207,4,0.045,1,0.027
182,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xgy,2,0.730,1,0.095,4,0.079,5,0.063,3,0.032
183,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xgz,2,0.560,5,0.234,1,0.149,4,0.050
184,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xha,2,0.446,5,0.247,1,0.130,4,0.109,3,0.068
185,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xhb,2,0.483,5,0.270,1,0.129,4,0.072,3,0.046
186,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xhc,2,0.417,5,0.334,1,0.127,4,0.105,3,0.016
187,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xhd,2,0.630,5,0.185,1,0.111,4,0.074
188,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xhe,2,0.661,5,0.148,4,0.148,3,0.035
189,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xhf,2,0.728,5,0.126,1,0.066,4,0.053,3,0.026
190,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xhg,2,0.631,5,0.204,4,0.117,3,0.029,1,0.019
191,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xhh,2,0.516,5,0.243,4,0.113,1,0.076,3,0.052
192,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xhi,2,0.448,5,0.224,4,0.185,1,0.098,3,0.045
193,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xhj,5,0.412,2,0.262,1,0.138,4,0.094,3,0.094
194,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xhk,5,0.544,2,0.146,4,0.127,3,0.095,1,0.089
195,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xhl,5,0.667,3,0.333
196,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xhm,5,0.481,4,0.228,2,0.152,3,0.076,1,0.063
197,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xhn,2,0.395,5,0.233,3,0.140,4,0.116,1,0.116
198,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xho,2,0.560,5,0.200,3,0.120,4,0.080,1,0.040
199,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xhp,2,0.333,5,0.286,4,0.238,3,0.095,1,0.048
200,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xhq,2,0.368,5,0.316,4,0.132,3,0.132,1,0.053
201,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xhr,5,0.413,2,0.307,3,0.120,4,0.093,1,0.067
202,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xhs,2,0.469,5,0.224,4,0.184,1,0.082,3,0.041
203,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xht,5,0.483,2,0.276,1,0.103,4,0.069,3,0.069
204,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xhu,5,0.357,4,0.286,3,0.286,2,0.071
205,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xhv,5,0.269,2,0.269,4,0.231,3,0.154,1,0.077
206,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xhw,2,0.333,5,0.233,4,0.200,3,0.133,1,0.100
207,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xhx,2,0.545,5,0.273,3,0.182
208,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xhy,2,0.375,5,0.357,3,0.107,4,0.089,1,0.071
209,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xhz,5,0.538,2,0.192,3,0.115,1,0.115,4,0.038
210,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xia,2,0.538,5,0.308,3,0.115,4,0.038
211,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xib,5,0.400,4,0.200,3,0.200,1,0.200
212,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xic,2,0.450,4,0.183,1,0.150,5,0.133,3,0.083
213,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xid,2,0.611,5,0.208,4,0.111,3,0.042,1,0.028
214,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xie,5,0.337,2,0.313,4,0.193,1,0.108,3,0.048
215,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xif,5,0.342,3,0.237,1,0.237,4,0.158,2,0.026
216,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xig,2,0.500,3,0.250,1,0.250
217,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xih,2,0.545,5,0.303,1,0.091,4,0.030,3,0.030
218,/Users/brianrosenblum/Desktop/./t/texts/jesuati-test/xii,2,0.634,5,0.244,3,0.073,4,0.049
